Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,HSN Code,Secondary Name,Details,Invoice Details,Supplier Name,Supplier Part No,Supplier Price,Supplier 2 Name,Supplier 2 Part No,Supplier 2 Price,Supplier 3 Name,Supplier 3 Part No,Supplier 3 Price,Supplier 4 Name,Supplier 4 Part No,Supplier 4 Price,Supplier 5 Name,Supplier 5 Part No,Supplier 5 Price
XS-រ៉ូបអៀមផ្កាផ្ទៃមេឃ,6931931198891,code128,,Cloth,pcs,pcs,pcs,2.5,4,,,,6931931198891.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
ប្រដាប់ឈូសក្រចក Nail Grooming Tool,6933423100092,code128,,Daily Used,pcs,pcs,pcs,2,6,,,,6933423100092.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao 4 Cat Biscuit Purple,6935296402891,code128,,Food,pcs,pcs,pcs,0.6,1.25,,,,6935296402891.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao 2 Cat Biscuit Blue,6935296402907,code128,,Food,pcs,pcs,pcs,0.6,1.25,,,,6935296402907.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao 1 Cat Biscuit Yellow,6935296402914,code128,,Food,pcs,pcs,pcs,0.6,1.25,,,,6935296402914.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao 3 Cat Biscuit Pink,6935296402921,code128,,Food,pcs,pcs,pcs,0.6,1.25,,,,6935296402921.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao 5 Cat Biscuit Orange,6935296402938,code128,,Food,pcs,pcs,pcs,0.6,1.25,,,,6935296402938.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao 4 Cat Poridge Red,6935296403232,code128,,Food,pcs,pcs,pcs,0.75,2,,,,6935296403232.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao 3 Cat Poridge Purple,6935296404420,code128,,Food,pcs,pcs,pcs,0.75,2,,,,6935296404420.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao 2 Cat Poridge Pink,6935296404437,code128,,Food,pcs,pcs,pcs,0.75,2,,,,6935296404437.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao 1 Cat Poridge Yellow,6935296404796,code128,,Food,pcs,pcs,pcs,0.75,2,,,,6935296404796.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao បៃតង នំស្នូលគ្រីមសាច់មាន់លាយត្រីសមុទ្រ,6935296418656,code128,,Food,pcs,pcs,pcs,1.62,2.25,,,,6935296418656.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao ក្រហម បបរវីតាមីន ត្រីសមុទ្រ,6935296497187,code128,,Food,pcs,pcs,pcs,1.65,2.5,,,,6935296497187.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao ខៀវ បបរវីតាមីន ត្រីសមុទ្រ និងខ្យង,6935296497194,code128,,Food,pcs,pcs,pcs,1.65,2.5,,,,6935296497194.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao លឿង បបរវីតាមីន សាច់មាន់,6935296497200,code128,,Food,pcs,pcs,pcs,1.65,2.5,,,,6935296497200.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao ផ្កាឈូក ត្រីសមុទ្រ,6935296498016,code128,,Food,pcs,pcs,pcs,1.1,1.75,,,,6935296498016.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao ខៀវ ត្រីសមុទ្រ,6935296498030,code128,,Food,pcs,pcs,pcs,1.1,1.75,,,,6935296498030.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciao លឿង នំស្នូលគ្រីមសាច់មាន់,6935296498825,code128,,Food,pcs,pcs,pcs,1.62,2.25,,,,6935296498825.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
